Pathways	Object ID
dehydroscoulerine biosynthesis	PWY-6337
delphinidin diglucoside biosynthesis (acyl-glucose dependent)	PWY-7260
&delta;-guaiene biosynthesis	PWY-6669
demethylmenaquinol-4 biosynthesis	PWY-7997
demethylmenaquinol-6 biosynthesis I	PWY-5853
demethylmenaquinol-6 biosynthesis II	PWY-7372
demethylmenaquinol-8 biosynthesis I	PWY-5852
demethylmenaquinol-8 biosynthesis II	PWY-6262
demethylmenaquinol-9 biosynthesis	PWY-5851
deoxynivalenol biosynthesis	PWY-7712
dermatan sulfate biosynthesis	PWY-6568
dermatan sulfate degradation (metazoa)	PWY-6576
dermatan sulfate degradation I (bacterial)	PWY-7646
des-methyl avenacin A-1 biosynthesis	PWY-7475
desferrioxamine B biosynthesis	PWY-6376
desferrioxamine E biosynthesis	PWY-6375
detoxification of reactive carbonyls in chloroplasts	PWY-6786
dhurrin biosynthesis	PWY-861
dhurrin degradation	PWY-5976
di-homo-&gamma;-linolenate metabolites biosynthesis	PWY-8396
di-myo-inositol phosphate biosynthesis	PWY-6664
di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis	PWY-5785
diacylglycerol and triacylglycerol biosynthesis	TRIGLSYN-PWY
diacylglycerol biosynthesis (PUFA enrichment in oilseed)	PWY-6804
diacylglyceryl-<i>N,N,N</i>-trimethylhomoserine biosynthesis	PWY-6795
diacylsucrose biosynthesis (<i>Solanum</i>)	PWY18C3-9
diadinoxanthin and diatoxanthin interconversion	PWY-7949
diadinoxanthin and fucoxanthin biosynthesis (diatoms)	PWY-7950
diazepinomicin biosynthesis	PWY-8382
dibenzo-<I>p</I>-dioxin degradation	P661-PWY
dibenzofuran degradation	P662-PWY
dibenzothiophene desulfurization	PWY-681
DIBOA-glucoside biosynthesis	PWY-6949
dicranin biosynthesis	PWY-6603
diethylphosphate degradation	PWY-5491
digitoxigenin biosynthesis	PWY-6032
dihydroconiferyl alcohol biosynthesis	PWY-6302
DIMBOA-glucoside activation	PWY-4441
DIMBOA-glucoside biosynthesis	PWY-6950
dimethyl sulfide biosynthesis from methionine	PWY-7793
dimethyl sulfide degradation I	PWY-6047
dimethyl sulfide degradation II (oxidation)	PWY-6059
dimethyl sulfone degradation	PWY-6058
dimethyl sulfoxide degradation	PWY-6050
dimethylsulfide to cytochrome <i>c</i><sub>2</sub> electron transfer	PWY-6057
dimethylsulfoniopropanoate biosynthesis I (Wollastonia)	PWY-6054
dimethylsulfoniopropanoate biosynthesis II (Spartina)	PWY-6055
dimethylsulfoniopropanoate biosynthesis III (algae and phytoplankton)	PWY-6053
dimethylsulfoniopropanoate degradation I (cleavage)	PWY-6046
dimethylsulfoniopropanoate degradation II (cleavage)	PWY-6056
dimethylsulfoniopropanoate degradation III (demethylation)	PWY-6052
dimorphecolate biosynthesis	PWY-5368
dimycocerosyl phthiocerol biosynthesis	PWY-7744
dimycocerosyl triglycosyl phenolphthiocerol biosynthesis	PWY-7743
dinoflagellate bioluminescence	PWY-7912
diphenyl ethers degradation	PWY-7747
diphenylamine degradation	PWY-6532
diphthamide biosynthesis I (archaea)	PWY-6482
diphthamide biosynthesis II (eukaryotes)	PWY-7546
diphyllin biosynthesis	PWY-6820
dipicolinate biosynthesis	PWY-8088
diploterol biosynthesis	PWY-6098
dipyrromethane cofactor biosynthesis	PWY-8159
dissimilatory sulfate reduction I (to hydrogen sufide))	DISSULFRED-PWY
diterpene phytoalexins precursors biosynthesis	PWY-2981
divinyl ether biosynthesis I	PWY-5406
divinyl ether biosynthesis II	PWY-5409
docosahexaenoate biosynthesis I (lower eukaryotes)	PWY-7053
docosahexaenoate biosynthesis II (bacteria)	PWY-7585
docosahexaenoate biosynthesis III (6-desaturase, mammals)	PWY-7606
docosahexaenoate biosynthesis IV (4-desaturase, mammals)	PWY-7727
docosahexaenoate metabolites biosynthesis	PWY-8400
dodecaprenyl diphosphate biosynthesis	PWY-5817
dolabralexins biosynthesis	PWY-7994
dolichol and dolichyl phosphate biosynthesis	PWY-6129
domoic acid biosynthesis	PWY-8083
dopamine degradation	PWY6666-2
doxorubicin biosynthesis	PWY-7355
drosopterin and aurodrosopterin biosynthesis	PWY-7442
dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucose biosynthesis	PWY-7318
dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	PWY-6953
dTDP-4-<i>O</i>-demethyl-&beta;-L-noviose biosynthesis	PWY-7301
dTDP-6-deoxy-&alpha;-D-allose biosynthesis	PWY-7413
dTDP-&alpha;-D-forosamine biosynthesis	PWY-6808
dTDP-&alpha;-D-mycaminose biosynthesis	PWY-7414
dTDP-&alpha;-D-olivose, dTDP-&alpha;-D-oliose and dTDP-&alpha;-D-mycarose biosynthesis	PWY-6973
dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	PWY-7688
dTDP-&beta;-D-fucofuranose biosynthesis	PWY-7312
dTDP-&beta;-L-4-<i>epi</i>-vancosamine biosynthesis	PWY-7440
dTDP-&beta;-L-digitoxose biosynthesis	PWY-7657
dTDP-&beta;-L-evernitrose biosynthesis	PWY-7439
dTDP-&beta;-L-megosamine biosynthesis	PWY-7104
dTDP-&beta;-L-mycarose biosynthesis	PWY-6976
dTDP-&beta;-L-olivose biosynthesis	PWY-6974
dTDP-&beta;-L-rhamnose biosynthesis	DTDPRHAMSYN-PWY
dTDP-D-desosamine biosynthesis	PWY-6942
dTDP-L-daunosamine biosynthesis	PWY-7814
dTDP-<i>N</i>-acetylthomosamine biosynthesis	PWY-7315
dTDP-<i>N</i>-acetylviosamine biosynthesis	PWY-7316
dTDP-sibirosamine biosynthesis	PWY-8380
dTMP <i>de novo</i> biosynthesis (mitochondrial)	PWY66-385
dZTP biosynthesis	PWY-8289
ecdysone and 20-hydroxyecdysone biosynthesis	PWY-7300
ecdysteroid metabolism (arthropods)	PWY-7321
echinatin biosynthesis	PWY-6325
echinenone and zeaxanthin biosynthesis (<i>Synechocystis</i>)	PWY-7638
echinocandin B biosynthesis	PWY-7650
echinocandin B degradation	PWY-7652
echinomycin and triostin A biosynthesis	PWY-7735
ectoine biosynthesis	P101-PWY
ectoine degradation	PWY-7855
ellagic acid degradation to urolithins	PWY-7951
elloramycin biosynthesis	PWY-7483
emetine biosynthesis	PWY-7135
emodin biosynthesis	PWY-8166
<i>ent</i> -kaurene biosynthesis II	PWY-6653
<i>ent</i>-kaurene biosynthesis I	PWY-5032
enterobacterial common antigen biosynthesis	ECASYN-PWY
enterobactin biosynthesis	ENTBACSYN-PWY
Entner-Doudoroff pathway I	PWY-8004
Entner-Doudoroff pathway II (non-phosphorylative)	NPGLUCAT-PWY
Entner-Doudoroff pathway III (semi-phosphorylative)	PWY-2221
Entner-Doudoroff shunt	ENTNER-DOUDOROFF-PWY
ephedrine biosynthesis	PWY-5883
epiberberine biosynthesis	PWY-8031
epoxypseudoisoeugenol-2-methylbutanoate biosynthesis	PWY-5882
epoxysqualene biosynthesis	PWY-5670
equisetin biosynthesis	PWY-7669
ergosterol biosynthesis I	PWY-6075
ergosterol biosynthesis II	PWY-7154
ergotamine biosynthesis	PWY-6495
ergothioneine biosynthesis I (bacteria)	PWY-7255
ergothioneine biosynthesis II (fungi)	PWY-7550
erinacine biosynthesis	PWY-8408
erythritol biosynthesis I	PWY-8372
erythritol biosynthesis II	PWY-8373
erythritol degradation I	PWY-7789
erythritol degradation II	PWY-7788
<i>erythro</i>-tetrahydrobiopterin biosynthesis I	PWY-5663
erythromycin A biosynthesis	PWY-7108
erythromycin D biosynthesis	PWY-7106
<i>Escherichia coli</i> serotype O:104 O antigen biosynthesis	PWY-7530
<i>Escherichia coli</i> serotype O:107 O antigen biosynthesis	PWY-8219
<i>Escherichia coli</i> serotype O:111/<i>Salmonella enterica</i> serotype O:35 O antigen biosynthesis	PWY-8221
<i>Escherichia coli</i> serotype O:117 O antigen biosynthesis	PWY-8220
<i>Escherichia coli</i> serotype O:127 <i>O</i> antigen biosynthesis	PWY-8231
<i>Escherichia coli</i> serotype O:128 O antigen biosynthesis	PWY-8222
<i>Escherichia coli</i> serotype O:149/<i>Shigella boydii</i> serotype O1 O antigen biosynthesis	PWY-8253
<i>Escherichia coli</i> serotype O:15 O antigen biosynthesis	PWY-8209
<i>Escherichia coli</i> serotype O:152 O antigen biosynthesis	PWY-8226
<i>Escherichia coli</i> serotype O:157/<i>Salmonella enterica</i> serotype O:30 O antigen biosynthesis	PWY-8224
<i>Escherichia coli</i> serotype O:169 O antigen biosynthesis	PWY-8233
<i>Escherichia coli</i> serotype O:177 O antigen biosynthesis	PWY-8244
<i>Escherichia coli</i> serotype O:183/<i>Shigella boydii</i> serotype O:10 O antigen biosynthesis	PWY-8234
<i>Escherichia coli</i> serotype O:1B/<i>Salmonella enterica</i> serotype O:42 O antigen biosynthesis	PWY-8237
<i>Escherichia coli</i> serotype O:2 O antigen biosynthesis	PWY-8251
<i>Escherichia coli</i> serotype O:21/<i>Salmonella enterica</i> serotype O:38 O antigen biosynthesis	PWY-8235
<i>Escherichia coli</i> serotype O:49 O antigen biosynthesis	PWY-8272
<i>Escherichia coli</i> serotype O:50 O antigen biosynthesis	PWY-8252
<i>Escherichia coli</i> serotype O:51/<i>Salmonella enterica</i> serotype O:57 O antigen biosynthesis	PWY-8242
<i>Escherichia coli</i> serotype O:52 O antigen biosynthesis	PWY-8257
<i>Escherichia coli</i> serotype O:55/<i>Salmonella enterica</i> serotype O:50 O antigen biosynthesis	PWY-8217
<i>Escherichia coli</i> serotype O:56 O antigen biosynthesis	PWY-8218
<i>Escherichia coli</i> serotype O:7 O antigen biosynthesis	PWY-8211
<i>Escherichia coli</i> serotype O:71/<i>Salmonella enterica</i> serotype O:28ac O antigen biosynthesis	PWY-8241
<i>Escherichia coli</i> serotype O:77/<i>Salmonella enterica</i> serotype O:6,14 O antigen biosynthesis	PWY-8205
<i>Escherichia coli</i> serotype O:8 O antigen biosynthesis	PWY-8212
<i>Escherichia coli</i> serotype O:85/<i>Salmonella enterica</i> serotype O:17 O antigen biosynthesis	PWY-8207
<i>Escherichia coli</i> serotype O:86 <i>O</i> antigen biosynthesis	PWY-7290
<i>Escherichia coli</i> serotype O:9 O antigen biosynthesis	PWY-8250
<i>Escherichia coli</i> serotype O:9a O antigen biosynthesis	PWY-7905
esculetin biosynthesis	PWY-5349
esculetin modification	PWY-7058
esterified suberin biosynthesis	PWY-7120
estradiol biosynthesis I (via estrone)	PWY66-380
estradiol biosynthesis II	PWY-7306
ethanedisulfonate degradation	PWY-6043
ethanol degradation I	ETOH-ACETYLCOA-ANA-PWY
ethanol degradation II	PWY66-21
ethanol degradation III	PWY66-161
ethanol degradation IV	PWY66-162
ethanolamine utilization	PWY0-1477
ethene and chloroethene degradation	PWY-7776
ethene biosynthesis I (plants)	ETHYL-PWY
ethene biosynthesis II (microbes)	PWY-6853
ethene biosynthesis III (microbes)	PWY-6854
ethene biosynthesis IV (engineered)	PWY-7126
ethene biosynthesis V (engineered)	PWY-7124
ethiin metabolism	PWY-5708
ethionamide activation	PWY-7895
ethylbenzene degradation (anaerobic)	PWY-481
ethylene glycol degradation	PWY0-1280
ethylmalonyl-CoA pathway	PWY-5741
eudesmol biosynthesis	PWY-6271
eugenol and isoeugenol biosynthesis	PWY-5859
eumelanin biosynthesis	PWY-6498
eupatolitin 3-<i>O</i>-glucoside biosynthesis	PWY-7157
even <i>iso</i>-branched-chain fatty acid biosynthesis	PWY-8175
extended VTC2 cycle	PWY4FS-13
factor 420 biosynthesis I (archaea)	PWY-8112
factor 420 biosynthesis II (mycobacteria)	PWY-5198
factor 420 polyglutamylation	PWY-5199
factor 430 biosynthesis	PWY-5196
farnesene biosynthesis	PWY-5725
farnesylcysteine salvage pathway	PWY-6577
fatty acid &alpha;-oxidation I (plants)	PWY-2501
fatty acid &beta;-oxidation I (generic)	FAO-PWY
fatty acid &beta;-oxidation II (plant peroxisome)	PWY-5136
fatty acid &beta;-oxidation III (unsaturated, odd number)	PWY-5137
fatty acid &beta;-oxidation IV (unsaturated, even number)	PWY-5138
fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)	PWY-6837
fatty acid &beta;-oxidation VI (mammalian peroxisome)	PWY66-391
fatty acid &beta;-oxidation VII (yeast peroxisome)	PWY-7288
fatty acid biosynthesis initiation (mitochondria)	PWY66-429
fatty acid biosynthesis initiation (plant mitochondria)	PWY-6799
fatty acid biosynthesis initiation (type I)	PWY-5966-1
fatty acid biosynthesis initiation (type II)	PWY-4381
fatty acid elongation -- saturated	FASYN-ELONG-PWY
fatty acid salvage	PWY-7094
Fe(II) oxidation	PWY-6692
felinine and 3-methyl-3-sulfanylbutan-1-ol biosynthesis	PWY-8001
FeMo cofactor biosynthesis	PWY-7710
fenchol biosynthesis I	PWY-6437
fenchol biosynthesis II	PWY-6445
fenchone biosynthesis	PWY-6449
ferrichrome A biosynthesis	PWY-7571
ferrichrome biosynthesis	PWY-7577
ferulate and sinapate biosynthesis	PWY-5168
ferulate degradation	PWY-6343
firefly bioluminescence	PWY-7913
flavin biosynthesis I (bacteria and plants)	RIBOSYN2-PWY
flavin biosynthesis II (archaea)	PWY-6167
flavin biosynthesis III (fungi)	PWY-6168
flavin salvage	PWY66-366
flavin-N5-oxide biosynthesis	PWY-8063
flaviolin dimer and mompain biosynthesis	PWY-7513
flavonoid biosynthesis	PWY1F-FLAVSYN
flavonoid biosynthesis (in equisetum)	PWY-6787
flavonoid di-C-glucosylation	PWY-7897
flavonol acylglucoside biosynthesis I - kaempferol derivatives	PWY-7168
flavonol acylglucoside biosynthesis II - isorhamnetin derivatives	PWY-7171
flavonol acylglucoside biosynthesis III - quercetin derivatives	PWY-7172
flavonol biosynthesis	PWY-3101
flexixanthin biosynthesis	PWY-7947
fluorene degradation I	FLUORENE-DEG-9-ONE-PWY
fluorene degradation II	PWY-1381
fluoroacetate and fluorothreonine biosynthesis	PWY-6644
fluoroacetate degradation	PWY-6646
folate polyglutamylation	PWY-2161
folate transformations I	PWY-2201
folate transformations II (plants)	PWY-3841
folate transformations III (<i>E. coli</i>)	1CMET2-PWY
formaldehyde assimilation I (serine pathway)	PWY-1622
formaldehyde assimilation II (assimilatory RuMP Cycle)	PWY-1861
formaldehyde assimilation III (dihydroxyacetone cycle)	P185-PWY
formaldehyde oxidation I	RUMP-PWY
formaldehyde oxidation II (glutathione-dependent)	PWY-1801
formaldehyde oxidation III (mycothiol-dependent)	PWY1G-170
formaldehyde oxidation IV (thiol-independent)	FORMASS-PWY
formaldehyde oxidation V (bacillithiol-dependent)	PWY-7908
formaldehyde oxidation VI (H<sub>4</sub>MPT pathway)	PWY-1723
formaldehyde oxidation VII (THF pathway)	PWY-7909
formate assimilation into 5,10-methylenetetrahydrofolate	PWY-1722
formate oxidation to CO<sub>2</sub>	PWY-1881
formate to dimethyl sulfoxide electron transfer	PWY0-1356
formate to nitrite electron transfer	PWY0-1585
formate to trimethylamine <i>N</i>-oxide electron transfer	PWY0-1355
formononetin biosynthesis	PWY-2321
formononetin conjugates interconversion	PWY-2904
fosfomycin biosynthesis	PWY-5757
FR-900098 and FR-33289 antibiotics biosynthesis	PWY-7419
free phenylpropanoid acid biosynthesis	PWY-2181
fructan biosynthesis	PWY-822
fructan degradation	PWY-862
fructose 2,6-bisphosphate biosynthesis	PWY66-423
fructose degradation	PWY0-1314
fructoselysine and psicoselysine degradation	PWY0-521
fructosyllysine and glucosyllysine metabolism	PWY1QP9-2
fumagillin biosynthesis	PWY-8407
fumigaclavine biosynthesis	PWY-7059
fumiquinazoline D biosynthesis	PWY-7542
fumitremorgin A biosynthesis	PWY-7526
fumitremorgin C biosynthesis	PWY-7525
fungal bioluminescence	PWY-7937
furaneol and mesifurane biosynthesis	PWY-5975
furaquinocin biosynthesis	PWY-8437
furcatin degradation	PWY-7113
furfural degradation	PWY-6997
fusaric acid biosynthesis	PWY-7672
fusaridione A biosynthesis	PWY-7670
fusarin C biosynthesis	PWY-7673
fusicoccin A biosynthesis	PWY-6659
GABA shunt I	GLUDEG-I-PWY
GABA shunt II	PWY-8346
gadusol biosynthesis	PWY-7752
gala-series glycosphingolipids biosynthesis	PWY-7840
galactitol degradation	GALACTITOLCAT-PWY
galactolipid biosynthesis I	PWY-401
galactolipid biosynthesis II	PWY-7666
galactosylcyclitol biosynthesis	PWY-5338
galena oxidation	P301-PWY
gallate biosynthesis	PWY-6707
gallate degradation I	GALLATE-DEGRADATION-II-PWY
gallate degradation II	GALLATE-DEGRADATION-I-PWY
gallate degradation III (anaerobic)	P3-PWY
gallotannin biosynthesis	PWY-5477
galloylated catechin biosynthesis	PWY-7448
&gamma;-butyrobetaine degradation I	PWY-8337
&gamma;-butyrobetaine degradation II	PWY-3621
&gamma;-butyrobetaine degradation III	PWY-8339
&gamma;-coniciene and coniine biosynthesis	PWY-5748
&gamma;-glutamyl cycle	PWY-4041
&gamma;-hexachlorocyclohexane degradation	GAMMAHEXCHLORDEG-PWY
&gamma;-linolenate biosynthesis I (plants)	PWY-5998
&gamma;-linolenate biosynthesis II (animals)	PWY-6000
&gamma;-linolenate biosynthesis III (cyanobacteria)	PWY-7594
&gamma;-resorcylate degradation I	PWY-7773
&gamma;-resorcylate degradation II	PWY-7772
ganglio-series glycosphingolipids biosynthesis	PWY-7836
GDP-6-deoxy-D-<i>altro</i>-heptose biosynthesis	PWY-7610
GDP-6-deoxy-D-<i>manno</i>-heptose biosynthesis	PWY-7613
GDP-6-deoxy-D-talose biosynthesis	PWY-5738
GDP-&alpha;-D-glucose biosynthesis	PWY-5661
GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis	PWY-6478
GDP-D-perosamine biosynthesis	PWY-5739
GDP-D-rhamnose biosynthesis	GDPRHAMSYN-PWY
GDP-L-colitose biosynthesis	PWY-5740
GDP-L-fucose biosynthesis I (from GDP-D-mannose)	PWY-66
GDP-L-fucose biosynthesis II (from L-fucose)	PWY-6
GDP-L-galactose biosynthesis	PWY-5115
GDP-mannose biosynthesis	PWY-5659
GDP-mycosamine biosynthesis	PWY-7573
GDP-<i>N</i>-acetyl-&alpha;-D-perosamine biosynthesis	PWY-8225
GDP-<i>N</i>-formyl-&alpha;-D-perosamine biosynthesis	PWY2B4Q-2
gellan degradation	PWY-6827
genistein conjugates interconversion	PWY-2345
genistin gentiobioside biosynthesis	PWY-7145
gentamicin biosynthesis	PWY-7025
gentiodelphin biosynthesis	PWY-5307
gentisate 5-<i>O</i>-&beta;-<i>D</i>-xylopyranoside biosynthesis	PWY18C3-20
gentisate degradation I	PWY-6223
gentisate degradation II	PWY-7469
geodin biosynthesis	PWY-7079
geosmin biosynthesis	PWY-5950
geraniol and geranial biosynthesis	PWY-5829
geraniol and nerol degradation	PWY-6678
geraniol biosynthesis (cytosol)	PWY-8176
geranyl acetate biosynthesis	PWY-5835
geranyl &beta;-primeveroside biosynthesis	PWY-7697
geranyl diphosphate biosynthesis	PWY-5122
geranylgeranyl diphosphate biosynthesis	PWY-5120
germacrene biosynthesis	PWY-5733
gibberellin A<sub>12</sub> biosynthesis	PWY-5034
gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	PWY-5070
gibberellin biosynthesis II (early C-3 hydroxylation)	PWY-5036
gibberellin biosynthesis III (early C-13 hydroxylation)	PWY-5035
gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>)	PWY-5047
gibberellin biosynthesis V	PWY-7232
gibberellin inactivation I (2&beta;-hydroxylation)	PWY-102
gibberellin inactivation II (methylation)	PWY-6477
gibberellin inactivation III (epoxidation)	PWY-6494
ginkgotoxin biosynthesis	PWY-8077
ginsenoside degradation I	PWY-6411
ginsenoside degradation II	PWY-6412
ginsenoside degradation III	PWY-6413
ginsenosides biosynthesis	PWY-5672
gliotoxin biosynthesis	PWY-7533
gliotoxin inactivation	PWY-7534
globo-series glycosphingolipids biosynthesis	PWY-7838
glucocorticoid biosynthesis	PWY66-381
gluconeogenesis I	GLUCONEO-PWY
gluconeogenesis II (<i>Methanobacterium thermoautotrophicum</i>)	PWY-6142
gluconeogenesis III	PWY66-399
glucose and glucose-1-phosphate degradation	GLUCOSE1PMETAB-PWY
glucose degradation (oxidative)	DHGLUCONATE-PYR-CAT-PWY
glucosinolate activation	PWY-5267
glucosinolate biosynthesis from dihomomethionine	PWYQT-4471
glucosinolate biosynthesis from hexahomomethionine	PWYQT-4475
glucosinolate biosynthesis from homomethionine	PWY-1187
glucosinolate biosynthesis from pentahomomethionine	PWYQT-4474
glucosinolate biosynthesis from phenylalanine	PWY-2821
glucosinolate biosynthesis from tetrahomomethionine	PWYQT-4473
glucosinolate biosynthesis from trihomomethionine	PWYQT-4472
glucosinolate biosynthesis from tryptophan	PWY-601
glucosinolate biosynthesis from tyrosine	PWY-7901
glucosylglycerate biosynthesis I	PWY-5662
glucosylglycerate biosynthesis II	PWY-6685
glucosylglycerol biosynthesis	PWY-7902
glucuronoarabinoxylan degradation	PWY-6813
glutamate removal from folates	PWY-2161B
glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	PWY-5921
glutarate degradation	PWY1G01-4
glutaryl-CoA degradation	PWY-5177
glutathione amide metabolism	PWY-4181
glutathione biosynthesis	GLUTATHIONESYN-PWY
glutathione degradation (DUG pathway)	PWY-7559
glutathione-glutaredoxin redox reactions	GLUT-REDOX-PWY
glutathione-mediated detoxification I	PWY-4061
glutathione-mediated detoxification II	PWY-6842
glutathione-peroxide redox reactions	PWY-4081
glutathionylspermidine biosynthesis	PWY-4121
glyceollin biosynthesis	PWY-2762
glycerol 3-phosphate to cytochrome <i>aa<sub>3</sub></i> oxidase electron transfer	PWY2O6K-6
glycerol and glycerophosphodiester degradation	PWY0-381
glycerol degradation I	PWY-4261
glycerol degradation II	PWY-6131
glycerol degradation III	PWY-6130
glycerol degradation to butanol	PWY-7003
glycerol degradation V	GLYCEROLMETAB-PWY
glycerol dibiphytanyl glycerol tetraether lipid biosynthesis	PWY-8414
glycerol-3-phosphate shuttle	PWY-6118
glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer	PWY0-1561
glycerol-3-phosphate to fumarate electron transfer	PWY0-1582
glycerol-3-phosphate to hydrogen peroxide electron transport	PWY0-1591
glycerophosphodiester degradation	PWY-6952
glycine betaine biosynthesis I (Gram-negative bacteria)	BETSYN-PWY
glycine betaine biosynthesis II (Gram-positive bacteria)	PWY-3722
glycine betaine biosynthesis III (plants)	PWY1F-353
glycine betaine biosynthesis IV (from glycine)	P541-PWY
glycine betaine degradation I	PWY-3661
glycine betaine degradation II (mammalian)	PWY-3661-1
glycine betaine degradation III	PWY-8325
glycine betaine degradation IV	PWY-8108
glycine biosynthesis I	GLYSYN-PWY
glycine biosynthesis II	GLYCINE-SYN2-PWY
glycine biosynthesis III	GLYSYN-ALA-PWY
glycine biosynthesis IV	GLYSYN-THR-PWY
glycine cleavage	GLYCLEAV-PWY
glycine degradation	PWY0-1608
glycine degradation (reductive Stickland reaction)	PWY-8015
glycine lipid biosynthesis	PWY-8082
glycogen biosynthesis I (from ADP-D-Glucose)	GLYCOGENSYNTH-PWY
glycogen biosynthesis II (from UDP-D-Glucose)	PWY-5067
glycogen biosynthesis III (from &alpha;-maltose 1-phosphate)	PWY-7900
glycogen degradation I	GLYCOCAT-PWY
glycogen degradation II	PWY-5941
glycogen degradation III (via anhydrofructose)	PWY-7662
glycolate and glyoxylate degradation I	GLYCOLATEMET-PWY
glycolate and glyoxylate degradation II	GLYOXDEG-PWY
glycolate and glyoxylate degradation III	PWY-6649
glycolate degradation II	PWY-804
glycolipid desaturation	PWY-782
glycolysis I (from glucose 6-phosphate)	GLYCOLYSIS
glycolysis II (from fructose 6-phosphate)	PWY-5484
glycolysis III (from glucose)	ANAGLYCOLYSIS-PWY
glycolysis IV	PWY-1042
glycolysis V (Pyrococcus)	P341-PWY
glycolysis VI (from fructose)	PWY-8404
glycosaminoglycan-protein linkage region biosynthesis	PWY-6557
glycyrrhetinate biosynthesis	PWY-7066
glyoxylate assimilation	PWY-5744
glyoxylate cycle	GLYOXYLATE-BYPASS
glyphosate degradation I	PWY-7804
glyphosate degradation II	PWY-7806
glyphosate degradation III	PWY-7807
gondoate biosynthesis (anaerobic)	PWY-7663
gossypetin metabolism	PWY-7495
gossypol biosynthesis	PWY-5773
gramicidin S biosynthesis	PWY-6003
gramine biosynthesis	PWY-5467
grayanate biosynthesis	PWY-8326
griseofulvin biosynthesis	PWY-7653
grixazone biosynthesis	PWY-7153
guadinomine B biosynthesis	PWY-7693
guaiacol biosynthesis	PWY18C3-23
guaiacylglycerol-&beta;-guaiacyl ether degradation	PWY-6341
guanine and guanosine salvage I	PWY-6620
guanine and guanosine salvage II	PWY-6599
guanine and guanosine salvage III	PWY-6618
guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I	PWY-7226
guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	PWY-7222
guanosine nucleotides degradation I	PWY-6607
guanosine nucleotides degradation II	PWY-6606
guanosine nucleotides degradation III	PWY-6608
guanosine ribonucleotides <i>de novo</i> biosynthesis	PWY-7221
guanylyl molybdenum cofactor biosynthesis	PWY-5964
<i>H. pylori</i> 26695 O-antigen biosynthesis	PWY2DNV-5
hapalindole H biosynthesis	PWY-7957
harzianum A and trichodermin biosynthesis	PWY-7714
hectochlorin biosynthesis	PWY-8360
<i>Helicobacter pylori</i> 26695 lipopolysaccharide biosynthesis (final steps)	PWY-8421
heliocides biosynthesis	PWY-5827
heme <i>a</i> biosynthesis	PWY-7856
heme <i>b</i> biosynthesis I (aerobic)	HEME-BIOSYNTHESIS-II
heme <i>b</i> biosynthesis II (oxygen-independent)	HEMESYN2-PWY
heme <i>b</i> biosynthesis III (from siroheme)	PWY-7552
heme <i>b</i> biosynthesis IV (Gram-positive bacteria)	PWY-7766
heme <i>b</i> biosynthesis V (aerobic)	HEME-BIOSYNTHESIS-II-1
heme <i>d</i><sub>1</sub> biosynthesis	PWY-7554
heme degradation I	PWY-5874
heme degradation II	PWY-7845
heme degradation III	PWY-7844
heme degradation IV	PWY-7843
heme degradation V	PWY-7846
heme degradation VI	PWY-7847
heme degradation VII	PWY-7848
hemoglobin degradation	PWY-6423
hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis	PWY-7027
heparan sulfate biosynthesis	PWY-6558
heparan sulfate degradation	PWY-7651
heparin degradation	PWY-7644
heptadecane biosynthesis	PWY-6622
heptaprenyl diphosphate biosynthesis	PWY-5807
hesperitin glycoside biosynthesis	PWY-5105
heterolactic fermentation	P122-PWY
hexaprenyl diphosphate biosynthesis	HEXPPSYN-PWY
hexitol fermentation to lactate, formate, ethanol and acetate	P461-PWY
hinokinin biosynthesis	PWY-7630
hinokiresinol biosynthesis	PWY-7632
hispidol and hispidol 4'-<i>O</i>-&beta;-<i>D</i>-glucoside biosynthesis	PWY-6401
histamine biosynthesis	PWY-6173
histamine degradation	PWY-6181
holomycin biosynthesis	PWY-7690
homocarnosine biosynthesis	PWY66-421
homocysteine and cysteine interconversion	PWY-801
homofuraneol biosynthesis	PWY-7910
homogalacturonan biosynthesis	PWY-1061
homoglutathione biosynthesis	PWY-6840
homolactic fermentation	ANAEROFRUCAT-PWY
homophytochelatin biosynthesis	PWY-6841
homospermidine biosynthesis I	PWY-5907
homospermidine biosynthesis II	PWY-8149
homotaurine degradation	PWY-6321
hopanoid biosynthesis (bacteria)	PWY-7072
hordatine biosynthesis	PWY-6448
human milk oligisaccharides biosynthesis	PWY-8459
hyaluronan degradation	PWY-7645
hydrogen oxidation I (aerobic)	P283-PWY
hydrogen oxidation II (aerobic, NAD)	PWY-5382
